Name,Country,Age,Gender,Account_Creation_Year,Minutes_Spent
Kevin Kim,Pitcairn Islands,38,Male,2016,303
David House,New Caledonia,21,Male,2014,63
Anna Jackson,Tuvalu,34,Male,2018,215
Jared Meyer,Antarctica (the territory South of 60 deg S),27,Non-binary,2011,252
Raymond Morris,Guatemala,21,Female,2015,284
Derek Perez,Trinidad and Tobago,29,Non-binary,2013,447
Katelyn Nunez,Svalbard & Jan Mayen Islands,46,Non-binary,2013,366
Monique Porter,Christmas Island,34,Non-binary,2014,98
Henry Brown,American Samoa,41,Non-binary,2011,420
Andrew Ball,Dominican Republic,46,Female,2013,276
Marvin Weber,Pitcairn Islands,58,Non-binary,2023,89
Mitchell Trevino,Niger,24,Female,2014,47
James Green,Cayman Islands,28,Female,2015,405
Thomas Hicks,Benin,29,Non-binary,2022,185
Jamie Howe,Greece,33,Male,2022,134
Ethan Richard,Poland,35,Non-binary,2019,318
Dr. Mary Rice,Botswana,16,Female,2011,184
Brenda James,Aruba,44,Male,2017,130
Andrew Mitchell,Cook Islands,59,Non-binary,2019,348
Kelly Jacobson,El Salvador,25,Male,2016,391
Charles Davila,Nauru,46,Male,2011,67
Robert Brown,Angola,29,Non-binary,2022,189
John Martinez,Serbia,27,Male,2015,280
Matthew Booker,Sudan,52,Male,2019,93
James Harrington,Kazakhstan,61,Male,2023,302
Nicole Brown PhD,Cayman Islands,50,Non-binary,2021,390
Bonnie Webb,Ethiopia,55,Non-binary,2019,330
Kevin Swanson,Cyprus,23,Male,2015,308
Theresa Long,Saint Kitts and Nevis,49,Female,2023,348
Tammy Gomez,Pitcairn Islands,13,Male,2023,207
Charles Anderson,British Virgin Islands,63,Male,2017,456
Jacob Hansen,Mozambique,50,Male,2022,471
Melissa Hoffman,Zambia,27,Male,2021,236
Stephanie Henderson,Libyan Arab Jamahiriya,38,Male,2014,400
Jared Quinn,Nigeria,38,Male,2023,128
Danielle Warner,Lebanon,28,Female,2014,62
Jason Smith,Cameroon,49,Female,2014,411
Emily Johnson,French Southern Territories,26,Male,2021,361
Robert Henry,Christmas Island,64,Non-binary,2015,123
Mrs. Joy Duran,Tonga,20,Non-binary,2012,199
Mark Rodriguez,Armenia,33,Male,2013,409
Rose Barrett,Saudi Arabia,31,Male,2013,212
Katelyn Lynch,French Guiana,23,Non-binary,2013,273
Jake Lee,Ecuador,21,Female,2012,303
Sean Lawrence,Luxembourg,63,Female,2016,219
Misty Elliott,Angola,42,Female,2012,305
Melissa Gonzalez,Saudi Arabia,65,Male,2012,38
Alexis Martinez,Bulgaria,18,Male,2014,364
Wayne Wright,San Marino,41,Female,2015,7
Jennifer Ball MD,Saudi Arabia,60,Female,2022,341
Richard Booker,South Georgia and the South Sandwich Islands,29,Female,2023,442
Matthew Richards,San Marino,21,Male,2023,38
Willie Black,Mongolia,24,Non-binary,2012,68
Benjamin Massey,Togo,28,Female,2012,37
Samuel Lane,Holy See (Vatican City State),14,Male,2012,18
Jordan Reyes,Namibia,31,Non-binary,2010,91
Joel Hess,Vietnam,54,Female,2018,191
Tara Owens,Pitcairn Islands,18,Male,2011,209
Alan Alvarez,Sri Lanka,28,Male,2017,36
Elizabeth Torres,Venezuela,47,Female,2012,177
Patricia Martin,Yemen,44,Female,2020,433
Michael Richardson,Austria,57,Non-binary,2014,144
Ryan Mullen,Ethiopia,42,Non-binary,2010,342
Grace Moore,Thailand,35,Non-binary,2018,442
Debbie Bradford,Comoros,41,Female,2013,87
Breanna Smith,Turkmenistan,42,Female,2012,91
Alexander Jackson,Chad,20,Male,2012,81
Tiffany Thomas,Korea,24,Non-binary,2023,175
Brandy Hunt,Seychelles,36,Non-binary,2018,128
Mrs. Christine Foster,Latvia,57,Non-binary,2012,100
Sarah Gutierrez,Croatia,42,Female,2017,27
Daniel Roberts,Iran,53,Female,2017,110
Juan Hale,South Georgia and the South Sandwich Islands,25,Non-binary,2022,76
Christian Cabrera,Armenia,21,Male,2010,54
Christopher Esparza,Czech Republic,18,Non-binary,2013,347
Julia Mcdonald,Senegal,22,Female,2011,326
Austin Espinoza,Kyrgyz Republic,50,Non-binary,2016,323
Laurie Long,Martinique,63,Female,2017,174
Jessica Fernandez,Sierra Leone,18,Non-binary,2016,307
Linda Morris,San Marino,16,Male,2012,236
Mr. Shane Juarez,Finland,58,Female,2011,281
Andres Johnston,Guadeloupe,20,Male,2010,329
Scott Bowman,Myanmar,63,Male,2015,157
Danny Arroyo,Mongolia,18,Female,2018,50
Henry Edwards,Turks and Caicos Islands,25,Male,2017,313
Ricky Johnson,Zambia,41,Male,2022,390
Tina Davis,Finland,43,Female,2020,131
Justin Johnson,Jersey,14,Female,2014,446
Thomas Durham,Peru,56,Male,2013,325
Beverly Carpenter,Tajikistan,59,Male,2018,387
Amanda Simmons,Uruguay,27,Female,2012,486
Taylor Hampton,China,40,Non-binary,2013,441
Dr. Theresa King,French Southern Territories,48,Male,2021,293
Heather Smith,United States of America,23,Female,2016,391
Spencer Gray,British Virgin Islands,18,Female,2023,99
Deanna Hall,Saint Barthelemy,50,Male,2012,13
Jillian Hernandez,Moldova,36,Non-binary,2016,33
Michael Miller,American Samoa,51,Male,2012,362
Patricia Hendricks,Ethiopia,55,Male,2011,400
Krystal Terry,Chad,30,Female,2010,419
Jose Stone,Germany,18,Male,2016,370
Mrs. Kathryn Mcdaniel MD,Angola,52,Male,2019,84
Shannon Martinez,Mayotte,15,Male,2010,257
Erica Bush,British Virgin Islands,26,Male,2023,87
John Taylor DVM,Mexico,56,Non-binary,2018,495
Nancy Hayes,Ethiopia,59,Non-binary,2022,143
Alexandra Ruiz,Grenada,19,Female,2016,22
Rachel Wall,Jamaica,17,Female,2010,375
Linda Reeves,Philippines,23,Male,2011,207
Hannah Rivera,Lithuania,30,Non-binary,2013,240
Richard May,Bahrain,34,Male,2016,275
Cynthia Ellison,Poland,58,Female,2021,281
Julie Hood,Bhutan,44,Female,2012,464
Jessica Watson,Cameroon,22,Non-binary,2023,72
Dustin Sullivan,Canada,38,Male,2013,457
Lauren Hunter,Turkey,54,Male,2010,384
Michael Reid,Hungary,32,Female,2019,424
Michael Smith Jr.,Saint Kitts and Nevis,30,Non-binary,2019,77
Mary Foster,Reunion,29,Male,2014,322
Joanna Lee,India,50,Female,2019,373
Mia Page,Greece,35,Non-binary,2015,60
Timothy Lewis,British Virgin Islands,60,Non-binary,2013,143
Carol Reed,Estonia,39,Female,2017,379
Diana Fisher,Micronesia,45,Non-binary,2015,100
Dr. Jonathan Smith,Armenia,46,Male,2013,237
Elizabeth Whitney,Malaysia,39,Non-binary,2016,381
Laura Williams,Cote d'Ivoire,58,Non-binary,2019,267
Michael Stone,Madagascar,29,Female,2022,274
Kenneth Blankenship,Faroe Islands,55,Non-binary,2016,391
Patricia Castro,New Zealand,51,Non-binary,2015,437
Eric Lewis,Belize,24,Male,2013,316
Eric Warren,Palestinian Territory,61,Female,2021,303
Douglas Rojas,Afghanistan,13,Female,2018,60
Isaac Valentine,Cape Verde,26,Female,2021,402
Anna Barron,Sao Tome and Principe,24,Non-binary,2010,373
Kevin Dyer,Poland,21,Female,2014,281
Bryan Graham,Norfolk Island,22,Male,2016,229
Shirley Hatfield,Ethiopia,45,Male,2014,29
Brian Bautista,Bangladesh,54,Female,2013,487
Scott Valdez,Malawi,17,Male,2017,259
Lindsay Jones,Saint Pierre and Miquelon,36,Non-binary,2022,412
Crystal Bradley,Gibraltar,25,Male,2011,213
Rebecca Miller,Congo,47,Non-binary,2016,366
Jason Cole,Reunion,43,Female,2013,305
Aaron Heath,Zimbabwe,34,Non-binary,2021,51
Alexander Griffin,Mauritius,17,Non-binary,2013,65
Rebecca Wallace,French Southern Territories,14,Female,2012,184
John Perez,Uganda,57,Non-binary,2019,274
Austin Lopez,Guam,55,Female,2023,477
Kevin Bean,Tanzania,24,Non-binary,2021,325
Joshua Sweeney,Dominica,49,Female,2023,485
Carly Underwood,Croatia,48,Male,2023,221
Andrea Santana,Aruba,46,Female,2019,47
Melissa Miller,Benin,35,Female,2016,19
Tyler Short,Dominica,44,Female,2022,39
William Smith,Japan,62,Male,2022,79
Adrian Hicks,Afghanistan,59,Female,2014,115
Bradley Buchanan,Saint Kitts and Nevis,42,Non-binary,2022,214
Jordan Guzman,Uzbekistan,19,Male,2020,339
William Hill,Comoros,65,Non-binary,2018,273
Carrie Johnson,British Indian Ocean Territory (Chagos Archipelago),59,Female,2013,233
Bradley Cook,Uzbekistan,50,Male,2016,22
Stanley Morgan,South Georgia and the South Sandwich Islands,26,Female,2018,153
Zachary Morales,Christmas Island,64,Female,2015,495
Xavier Cisneros,Northern Mariana Islands,13,Male,2015,474
Timothy Perkins,Montenegro,29,Non-binary,2018,493
Brittany Williams,Austria,41,Non-binary,2010,458
Joshua Williams,Congo,30,Male,2020,55
Ann Ray,Cyprus,25,Non-binary,2010,486
Matthew Smith,Russian Federation,42,Male,2013,251
Marcus Steele,Egypt,17,Female,2023,491
Cory Wang,Lao People's Democratic Republic,43,Female,2010,211
Scott Brown,South Georgia and the South Sandwich Islands,13,Female,2020,35
Dr. Travis Garcia,Bahamas,24,Non-binary,2022,26
Kristin Mendoza,Benin,15,Non-binary,2016,98
Charles Luna,Samoa,58,Male,2019,188
Debra Smith,Korea,13,Non-binary,2016,135
Connie Brewer MD,Kuwait,38,Male,2016,484
Tina Carter,Paraguay,15,Female,2019,128
Jill Young,Barbados,24,Non-binary,2021,157
Jennifer Vaughn,Mayotte,48,Non-binary,2018,484
Ashley Williams,Antigua and Barbuda,24,Male,2018,55
Adam Chaney,Slovenia,44,Female,2011,64
Margaret Moore,Norfolk Island,62,Female,2016,227
Dominique Benson,Guatemala,62,Non-binary,2012,383
Zachary Barron,Zambia,48,Male,2022,5
Philip Lucas,Brazil,48,Non-binary,2012,64
Kathleen Castillo,Libyan Arab Jamahiriya,49,Male,2021,427
Richard Mclaughlin,Gambia,25,Male,2015,4
Christopher Galloway,Japan,51,Non-binary,2023,201
Kathleen Calhoun,Cook Islands,38,Female,2020,218
Jesse Thomas,Mauritania,28,Male,2023,485
Michelle Thompson,Bosnia and Herzegovina,13,Female,2014,386
Daniel Chavez,Romania,52,Male,2010,377
Sarah Cameron,French Southern Territories,61,Female,2023,325
Ashley Mills,Brunei Darussalam,27,Male,2020,500
Amber Gray,Swaziland,51,Female,2017,181
Jonathan Cook,Gibraltar,43,Non-binary,2018,83
Jonathan Nguyen,Kazakhstan,21,Non-binary,2010,494
Debbie Hall,Togo,36,Male,2018,254
Jose Stewart,Chad,50,Non-binary,2022,263
Emily Thomas,Montserrat,21,Female,2016,318
David Hoover,Central African Republic,49,Male,2010,77
Elizabeth Hall,Bahamas,43,Male,2016,334
David Barnett,Angola,54,Male,2014,230
Kelly Schaefer,Timor-Leste,45,Female,2019,253
Patricia Dillon,Maldives,31,Female,2011,450
Sean Newman,Benin,18,Male,2020,355
Devin Hall,Guam,40,Male,2017,31
Jessica Vang,Saint Lucia,15,Male,2023,247
Tara Bryant,Maldives,33,Male,2021,163
Amanda Simmons MD,Burundi,64,Non-binary,2020,148
Michael Carter,Singapore,57,Non-binary,2022,285
Nicole Miller,Isle of Man,44,Male,2020,16
Amy Allen,Dominican Republic,22,Female,2014,262
Robert Barnett,Bahrain,37,Male,2022,11
Jeremy Clark,Equatorial Guinea,44,Non-binary,2013,269
Gregory Wilson,Botswana,13,Female,2023,256
Christopher Miranda,Iceland,52,Female,2020,49
Christopher Freeman,Equatorial Guinea,44,Male,2023,191
John Kaiser,Tunisia,21,Non-binary,2020,244
Ricky Reynolds,Gabon,47,Female,2015,284
Megan Allen,Lebanon,63,Female,2020,308
Ashley Schultz,Namibia,13,Male,2011,91
Kimberly Wells,Palau,50,Female,2013,187
Amanda Welch,Bulgaria,57,Non-binary,2010,378
Mrs. Christina Doyle,Finland,22,Male,2021,86
Michael Duncan,Poland,26,Non-binary,2015,393
Edward Riddle,Japan,27,Female,2022,349
Cody Matthews,Switzerland,59,Male,2010,317
Kristy Moore,Austria,13,Female,2014,87
Corey Weeks,Zambia,55,Female,2023,366
Larry Morgan,Lebanon,13,Male,2017,7
Sean Ramsey,Tokelau,28,Non-binary,2021,476
Helen Blake,Argentina,49,Male,2010,51
Keith Lee,Belarus,27,Male,2011,36
Michelle Booker,Sri Lanka,26,Male,2014,204
Kurt Kelly,Montenegro,23,Female,2017,16
Adam Miller,Korea,54,Non-binary,2010,309
Lance Rodriguez,Tuvalu,38,Female,2019,87
Michelle Gordon,Saint Helena,53,Non-binary,2022,65
Autumn Barnett,Sudan,31,Male,2019,21
Antonio Bates,Chile,62,Non-binary,2010,68
Erin Castaneda,Palestinian Territory,53,Female,2018,406
Patrick Acevedo,Niger,37,Female,2013,368
Courtney Griffin,Malawi,19,Non-binary,2022,230
Brenda Jackson,Tuvalu,15,Female,2023,277
Richard Woods,Saint Vincent and the Grenadines,16,Female,2011,375
Theresa Gregory,Palestinian Territory,62,Female,2018,493
Ryan Franco,Macao,51,Non-binary,2010,124
Adam Dalton,Algeria,34,Non-binary,2020,179
Angela Hampton,Bouvet Island (Bouvetoya),19,Female,2022,333
Bruce Gibson,Norfolk Island,53,Non-binary,2019,419
Lisa Buchanan,Turkey,17,Non-binary,2013,139
Connie Nelson,Peru,50,Male,2021,498
Heather Roberts,Nepal,14,Male,2013,195
David Johnson,Cambodia,17,Male,2022,206
Christopher Mitchell,Cocos (Keeling) Islands,24,Female,2013,277
Jeffrey Griffin,Yemen,17,Male,2014,26
Brandon Washington,Somalia,53,Non-binary,2019,122
Jamie Munoz,Iraq,61,Non-binary,2015,374
Eric Brown,Ukraine,37,Male,2018,175
Tiffany James,Reunion,38,Non-binary,2021,317
Kelly Rogers,New Zealand,56,Male,2023,356
Meghan Myers,Palau,23,Non-binary,2017,454
Kelly Vasquez,Sierra Leone,61,Male,2023,146
Laura Moore,Hong Kong,28,Female,2011,20
Kerry Long,Botswana,40,Non-binary,2017,17
Michael Mason,Gambia,27,Non-binary,2013,288
Katrina Simon,American Samoa,48,Non-binary,2011,411
Mary Estes,Cambodia,59,Non-binary,2022,284
Andrew Hogan,Lithuania,49,Male,2011,249
Susan Rodriguez,Mauritania,34,Male,2017,375
Duane Adams,Fiji,55,Female,2015,492
Adam Marshall,Tanzania,21,Non-binary,2020,378
Scott Smith,Dominica,48,Non-binary,2019,198
Katherine Clayton,El Salvador,20,Male,2021,399
Lisa Hunt,Gabon,63,Non-binary,2010,452
Jessica Bell,Venezuela,16,Female,2016,150
Brian Brown,Angola,34,Male,2023,200
Cassidy Lewis,Fiji,28,Non-binary,2013,276
Jeremy Baker,Cameroon,44,Non-binary,2017,374
Andrea Clark,Montenegro,18,Male,2020,485
Brittany Phillips,Colombia,48,Female,2022,80
Heather Hensley,Cameroon,51,Female,2022,275
Hailey Harrison,Guernsey,27,Female,2019,245
Donna Turner,Macao,18,Male,2017,448
Randy Ochoa,Timor-Leste,45,Female,2015,259
John Reynolds,British Indian Ocean Territory (Chagos Archipelago),52,Female,2022,144
John Mahoney,Niue,43,Non-binary,2019,462
Christopher Davis,Qatar,35,Non-binary,2022,456
Adriana Miller,Tuvalu,38,Non-binary,2014,139
Lucas Lewis,Equatorial Guinea,33,Male,2012,224
Olivia Miller,Korea,18,Male,2014,399
Jessica Parker,Dominican Republic,41,Male,2011,154
Michael Booker,Thailand,51,Non-binary,2011,439
Larry Miller,Cameroon,48,Male,2023,226
Timothy Jones,Namibia,13,Female,2019,337
John Rasmussen,Yemen,48,Male,2021,423
Sandra Lambert,Costa Rica,20,Male,2022,240
Stacy Gregory,Spain,24,Male,2018,444
Kathy Young,Namibia,31,Female,2011,360
Matthew Rodriguez,Argentina,57,Female,2019,500
Martin Castaneda,Congo,14,Non-binary,2021,181
Dr. Carmen Snyder,Philippines,44,Non-binary,2011,238
Matthew Bell,Nigeria,54,Male,2017,246
Amy Anthony,Heard Island and McDonald Islands,24,Male,2010,469
Alyssa Gordon,Slovenia,62,Male,2023,494
Jeffrey Jones,Guinea,36,Female,2023,188
Nicole Franklin,Netherlands Antilles,61,Female,2010,451
Benjamin Hill,Niger,48,Non-binary,2013,338
Olivia Myers,Latvia,53,Non-binary,2017,347
Ryan Robinson,Saint Vincent and the Grenadines,39,Non-binary,2015,357
Grant Little,Puerto Rico,17,Male,2016,485
Eric Kirby,Paraguay,42,Male,2013,335
Gordon Harris,Grenada,26,Non-binary,2016,461
Jessica Taylor,Slovakia (Slovak Republic),35,Non-binary,2010,232
Shelly George,Cameroon,36,Male,2019,366
Jody Price,Tanzania,45,Non-binary,2017,195
Gary Davis PhD,Bosnia and Herzegovina,61,Female,2019,495
Lauren Collins,Isle of Man,23,Non-binary,2022,20
Mark Howell,Gambia,13,Female,2019,31
David Henry,Hungary,57,Male,2022,117
James Gallegos,Bahrain,50,Male,2018,215
Veronica Daniels,Azerbaijan,21,Non-binary,2014,27
Michelle Nelson,Dominica,23,Non-binary,2019,363
Susan Holmes,Cook Islands,39,Female,2021,425
Angela Gonzalez,Senegal,42,Non-binary,2011,328
Timothy Clark,Kyrgyz Republic,37,Female,2021,175
Derrick Burton,Cambodia,34,Male,2022,409
Kevin Howe,Saint Barthelemy,32,Female,2014,220
Natalie Compton,Korea,19,Male,2018,261
Victor Campos,Burkina Faso,27,Non-binary,2021,197
Lori Hernandez,Seychelles,36,Female,2012,163
Brandy Davidson,Namibia,23,Male,2014,488
Billy Lewis,Venezuela,31,Non-binary,2014,282
Patrick Fletcher,Croatia,53,Male,2020,73
James Vasquez,United States Minor Outlying Islands,19,Non-binary,2018,189
Erika Zamora,Madagascar,25,Male,2013,205
Edward Mcgrath,Palestinian Territory,58,Non-binary,2011,51
Carrie Williamson,Mauritius,33,Female,2015,141
Catherine Kaiser,Algeria,33,Male,2012,414
Bobby Dennis,Trinidad and Tobago,25,Non-binary,2023,490
Kenneth Hodges,Albania,24,Non-binary,2022,330
Lori Hill,Peru,22,Female,2019,76
John Reed,Svalbard & Jan Mayen Islands,42,Non-binary,2017,178
Sabrina Campbell,Philippines,61,Non-binary,2011,11
Zachary Horton,New Zealand,61,Female,2020,218
Michelle Alvarez,Spain,53,Non-binary,2010,426
Taylor Thomas,Guatemala,53,Female,2015,347
Kenneth Silva,Swaziland,17,Female,2012,246
Tommy Haynes DVM,Argentina,59,Female,2022,351
Dustin Johnson,Nepal,29,Male,2014,155
Anthony Allen,Yemen,41,Non-binary,2021,171
Michael Joseph,Brunei Darussalam,17,Female,2017,51
Andrew Lowery,Uganda,15,Male,2015,278
Cindy Gibson,Trinidad and Tobago,50,Female,2020,481
James Williams,Mauritius,24,Female,2021,474
Keith Graves,Albania,61,Male,2011,317
Karen Davis,Madagascar,40,Non-binary,2011,248
Brenda Hayes,Monaco,64,Male,2022,119
William Hamilton,Poland,36,Non-binary,2012,428
Michael Cox,United States Minor Outlying Islands,48,Female,2018,459
Taylor Norton,Cayman Islands,25,Non-binary,2019,185
Deborah Day,Swaziland,32,Non-binary,2013,42
Matthew Cruz,Libyan Arab Jamahiriya,38,Male,2015,415
William Parsons,Belize,18,Female,2013,255
Kristen Cooper,Somalia,62,Non-binary,2015,368
Robert Frey,Mali,31,Non-binary,2014,419
James Pace,Peru,50,Female,2014,40
Sarah Stein,Mauritania,17,Non-binary,2022,431
Kathleen Haas,Pakistan,35,Male,2015,346
Michael Cohen,Angola,17,Male,2010,87
Bailey Davis,Faroe Islands,26,Female,2015,70
Jessica Everett,Martinique,15,Non-binary,2019,305
Raven Estrada,Tajikistan,57,Non-binary,2013,434
Kristy Hall,Myanmar,61,Non-binary,2020,23
Megan Harris,Azerbaijan,56,Female,2017,225
Melanie Armstrong,Liberia,40,Female,2017,244
Andrew West,Tuvalu,26,Non-binary,2022,143
Melissa Williams,Gibraltar,16,Non-binary,2019,479
Autumn Holland,Montserrat,53,Male,2015,478
Richard Gray,Uruguay,53,Non-binary,2010,138
Janet Zavala,Saint Barthelemy,43,Non-binary,2023,331
Audrey Hill,Saint Lucia,49,Male,2022,82
Sandra Spencer,Guyana,21,Female,2016,141
Shannon Smith,Belize,55,Female,2013,365
Robert Smith,Mexico,18,Female,2010,330
Madeline Stein,Czech Republic,15,Non-binary,2010,496
Christina Clark,Congo,25,Female,2017,72
Darren Martin,New Caledonia,28,Female,2012,214
Samantha Adams,Chile,50,Non-binary,2021,418
Ashley Nguyen,Netherlands,44,Female,2023,197
Ashley Smith,Antarctica (the territory South of 60 deg S),51,Male,2010,86
Nicole Martin,Tanzania,21,Non-binary,2018,77
Alexander Willis,Rwanda,62,Female,2023,218
Bradley Bridges,Liechtenstein,31,Female,2015,36
Alicia Harris,Congo,21,Male,2014,485
Julie Cruz,Cuba,59,Male,2020,219
Mrs. Kristen Marsh MD,Dominican Republic,28,Female,2010,124
Claudia Rodgers,Burundi,19,Non-binary,2011,418
Gabriella Villa,Belize,29,Female,2016,440
Levi Freeman,Romania,15,Male,2021,76
Laura Wyatt,Switzerland,21,Female,2020,164
Patricia Martin,El Salvador,32,Non-binary,2023,45
Samuel Simmons,Algeria,62,Female,2019,122
Christine Le,Korea,56,Female,2014,329
Riley Jones,Turkmenistan,43,Male,2011,136
Jennifer Anthony,Malta,55,Female,2016,207
Morgan Orr,Namibia,54,Male,2012,184
Jaime Johnson,Western Sahara,61,Non-binary,2015,256
Kimberly Wilson,Brunei Darussalam,21,Non-binary,2016,404
Jeffrey Knight,Bosnia and Herzegovina,17,Female,2014,8
Steven Moore,Egypt,28,Male,2023,375
Joshua Castillo,Djibouti,58,Male,2018,392
Kimberly Bryan,Israel,38,Male,2021,479
Kenneth Diaz,Mexico,46,Non-binary,2012,237
Kevin Johnson,Uruguay,51,Non-binary,2019,431
Steven Bell,Serbia,20,Non-binary,2011,347
Miranda Walker,Congo,56,Female,2017,306
Sara Bradshaw,Albania,25,Female,2015,470
Brandon Ryan,Jamaica,39,Non-binary,2015,40
Mr. Michael Glass DVM,North Macedonia,33,Non-binary,2020,428
Sandra Knight,Belarus,56,Female,2016,34
Emily Williams,Andorra,20,Non-binary,2020,389
Francisco Andersen,Finland,26,Male,2016,465
Tammy Sanders,Serbia,31,Non-binary,2018,157
Raymond Perez,Iran,32,Non-binary,2010,404
Daniel Nelson,Pakistan,39,Male,2013,232
Stephen Brown,Turkey,20,Non-binary,2017,108
Hannah Tran,United Arab Emirates,35,Non-binary,2011,306
Tammy Barnes,Swaziland,14,Non-binary,2014,418
Thomas Hunter,United States Minor Outlying Islands,39,Non-binary,2022,79
Jose Wiggins,Uruguay,23,Non-binary,2021,446
Melissa Barr,Papua New Guinea,43,Female,2013,75
Thomas Levine,Malaysia,49,Male,2014,355
Sarah Watson,Gibraltar,19,Male,2013,26
Kenneth Hardy,Uganda,23,Non-binary,2011,240
Jordan Torres,Guadeloupe,53,Female,2010,404
Bonnie Robinson,Albania,15,Male,2016,298
Terry Flowers,Malta,55,Non-binary,2018,10
Jerry Zavala,Afghanistan,16,Non-binary,2014,2
Kara Richards,Libyan Arab Jamahiriya,16,Female,2013,363
Mr. Kristopher Williamson,Andorra,33,Non-binary,2014,238
Malik Barnes,Indonesia,47,Male,2023,146
Lauren Nunez,China,32,Male,2012,388
Thomas Green,Nigeria,42,Non-binary,2014,482
Jamie Vega,Grenada,44,Female,2016,303
Tina Lopez,Brunei Darussalam,18,Non-binary,2012,196
Carl Grant,Tajikistan,20,Male,2017,214
Michael Savage,Guatemala,60,Female,2011,381
Brandy Moss,Egypt,16,Male,2012,449
Laurie Fritz,Mali,61,Female,2010,404
George Ritter,Paraguay,41,Male,2023,330
Jonathan Matthews,Turkey,63,Non-binary,2023,126
William Gonzalez,Croatia,49,Male,2018,482
Cesar Singleton,El Salvador,28,Male,2021,480
Karen Parker,Western Sahara,14,Non-binary,2023,273
Jack Fitzgerald,India,30,Male,2015,317
Mr. Brian Thomas,Czech Republic,21,Male,2013,377
